,ID,Pred
101,2019_1124_1209,0.724910738
102,2019_1138_1209,0.942456583
103,2019_1113_1209,0.599845073
104,2019_1153_1209,0.426052488
105,2019_1120_1209,0.603793409
106,2019_1181_1211,0.71609598
107,2019_1209_1211,0.926619516
108,2019_1124_1211,0.838578532
109,2019_1196_1211,0.561273686
110,2019_1113_1211,0.721944099
111,2019_1205_1211,0.04816135
112,2019_1133_1211,0.380103752
113,2019_1192_1211,0.375503158
114,2019_1153_1211,0.962055049
115,2019_1125_1211,0.664421346
116,2019_1120_1211,0.388947722
117,2019_1101_1211,0.557304327
118,2019_1199_1211,0.634537973
119,2019_1138_1211,0.507953936
120,2019_1159_1211,0.064910471
121,2019_1159_1222,0.218395142
122,2019_1120_1222,0.471839553
123,2019_1209_1222,0.927311522
124,2019_1138_1222,0.540651629
125,2019_1124_1222,0.089508996
126,2019_1113_1222,0.153559053
127,2019_1199_1222,0.92003667
128,2019_1196_1222,0.28993415
129,2019_1192_1222,0.230041762
130,2019_1101_1222,0.857603949
131,2019_1181_1222,0.916189849
132,2019_1205_1222,0.414949929
133,2019_1125_1222,0.155852507
134,2019_1211_1222,0.668644618
135,2019_1133_1222,0.702841091
136,2019_1153_1222,0.170604189
137,2019_1199_1233,0.570989722
138,2019_1196_1233,0.146816891
139,2019_1138_1233,0.377445754
140,2019_1205_1233,0.878698353
141,2019_1101_1233,0.206118301
142,2019_1113_1233,0.188159277
143,2019_1211_1233,0.452854988
144,2019_1159_1233,0.296824661
145,2019_1125_1233,0.926356372
146,2019_1181_1233,0.467990149
147,2019_1209_1233,0.750475364
148,2019_1133_1233,0.816428655
149,2019_1192_1233,0.582365793
150,2019_1124_1233,0.639365676
151,2019_1222_1233,0.534782684
152,2019_1153_1233,0.851164605
153,2019_1120_1233,0.141713537
154,2019_1133_1234,0.469246135
155,2019_1205_1234,0.976274885
156,2019_1211_1234,0.123100864
157,2019_1101_1234,0.558312239
158,2019_1153_1234,0.340429927
159,2019_1199_1234,0.431669657
160,2019_1125_1234,0.402137035
161,2019_1120_1234,0.116084877
162,2019_1113_1234,0.124181577
163,2019_1196_1234,0.610555324
164,2019_1138_1234,0.700876873
165,2019_1192_1234,0.458392672
166,2019_1124_1234,0.723287669
167,2019_1159_1234,0.417594878
168,2019_1222_1234,0.566282187
169,2019_1209_1234,0.169673349
170,2019_1181_1234,0.350548013
171,2019_1233_1234,0.340381273
172,2019_1101_1235,0.503919664
173,2019_1233_1235,0.262867944
174,2019_1211_1235,0.80919436
175,2019_1234_1235,0.624974784
176,2019_1153_1235,0.928346835
177,2019_1222_1235,0.370552593
178,2019_1209_1235,0.457337925
179,2019_1133_1235,0.852574325
180,2019_1124_1235,0.722787848
181,2019_1199_1235,0.689147389
182,2019_1181_1235,0.458258645
183,2019_1113_1235,0.664410766
184,2019_1205_1235,0.836782265
185,2019_1138_1235,0.799630703
186,2019_1125_1235,0.89269989
187,2019_1159_1235,0.42231718
188,2019_1192_1235,0.485440401
189,2019_1196_1235,0.613213464
190,2019_1120_1235,0.084569914
191,2019_1124_1242,0.422731573
192,2019_1235_1242,0.246842794
193,2019_1233_1242,0.477774591
194,2019_1209_1242,0.310219138
195,2019_1205_1242,0.722098098
196,2019_1234_1242,0.586642217
197,2019_1211_1242,0.440117317
198,2019_1125_1242,0.550810353
199,2019_1222_1242,0.657185657
200,2019_1113_1242,0.389673747
201,2019_1199_1242,0.536965459
202,2019_1159_1242,0.808564444
203,2019_1196_1242,0.54653587
204,2019_1153_1242,0.739053155
205,2019_1101_1242,0.721957803
206,2019_1192_1242,0.125692566
207,2019_1120_1242,0.290197985
208,2019_1133_1242,0.592897111
209,2019_1138_1242,0.154272157
210,2019_1181_1242,0.862409482
211,2019_1120_1243,0.773663914
212,2019_1192_1243,0.741764253
213,2019_1153_1243,0.715897369
214,2019_1209_1243,0.237663234
215,2019_1234_1243,0.560723286
216,2019_1211_1243,0.976130245
217,2019_1133_1243,0.957243034
218,2019_1101_1243,0.955696744
219,2019_1199_1243,0.422087203
220,2019_1113_1243,0.371804404
221,2019_1242_1243,0.533785545
222,2019_1124_1243,0.065498572
223,2019_1205_1243,0.06009009
224,2019_1196_1243,0.47811987
225,2019_1233_1243,0.269772669
226,2019_1222_1243,0.105480563
227,2019_1159_1243,0.488423597
228,2019_1235_1243,0.222196215
229,2019_1125_1243,0.687803786
230,2019_1138_1243,0.410387423
231,2019_1181_1243,0.657758867
232,2019_1120_1246,0.157090043
233,2019_1101_1246,0.771404896
234,2019_1199_1246,0.420569661
235,2019_1234_1246,0.642632742
236,2019_1125_1246,0.08376283
237,2019_1138_1246,0.892762793
238,2019_1196_1246,0.660900111
239,2019_1153_1246,0.535817492
240,2019_1113_1246,0.813488081
241,2019_1242_1246,0.857302953
242,2019_1181_1246,0.771702312
243,2019_1124_1246,0.926115995
244,2019_1209_1246,0.372177619
245,2019_1205_1246,0.429131407
246,2019_1211_1246,0.17024154
247,2019_1192_1246,0.263187212
248,2019_1243_1246,0.564229391
249,2019_1233_1246,0.19039548
250,2019_1133_1246,0.831634819
251,2019_1235_1246,0.412586897
252,2019_1159_1246,0.826654606
253,2019_1222_1246,0.25090269
254,2019_1235_1251,0.475620714
255,2019_1181_1251,0.872368363
256,2019_1101_1251,0.903242533
257,2019_1242_1251,0.838057156
258,2019_1120_1251,0.497658077
259,2019_1199_1251,0.403389327
260,2019_1192_1251,0.522079432
261,2019_1243_1251,0.247913879
262,2019_1133_1251,0.102868739
263,2019_1125_1251,0.391569114
264,2019_1211_1251,0.941628144
265,2019_1124_1251,0.445981972
266,2019_1233_1251,0.338499856
267,2019_1234_1251,0.928822496
268,2019_1153_1251,0.855206073
269,2019_1138_1251,0.402459836
270,2019_1222_1251,0.65259857
271,2019_1196_1251,0.280749862
272,2019_1209_1251,0.734228301
273,2019_1159_1251,0.229946719
274,2019_1205_1251,0.830368361
275,2019_1113_1251,0.977650837
276,2019_1246_1251,0.878668376
277,2019_1192_1257,0.978182377
278,2019_1199_1257,0.781053026
279,2019_1113_1257,0.620806609
280,2019_1153_1257,0.86703537
281,2019_1120_1257,0.24696328
282,2019_1235_1257,0.943152003
283,2019_1246_1257,0.231220958
284,2019_1222_1257,0.930768045
285,2019_1159_1257,0.804632996
286,2019_1233_1257,0.124259329
287,2019_1138_1257,0.180525743
288,2019_1196_1257,0.655586192
289,2019_1234_1257,0.95408526
290,2019_1242_1257,0.714071627
291,2019_1205_1257,0.347539891
292,2019_1243_1257,0.773521539
293,2019_1101_1257,0.875982504
294,2019_1211_1257,0.57114187
295,2019_1209_1257,0.084265515
296,2019_1133_1257,0.34266514
297,2019_1181_1257,0.51573322
298,2019_1125_1257,0.926596993
299,2019_1124_1257,0.67528136
300,2019_1251_1257,0.711695808
301,2019_1233_1261,0.927824994
302,2019_1113_1261,0.812138242
303,2019_1243_1261,0.914553417
304,2019_1153_1261,0.776047558
305,2019_1257_1261,0.63496645
306,2019_1234_1261,0.428001931
307,2019_1125_1261,0.842514814
308,2019_1159_1261,0.761967305
309,2019_1235_1261,0.627052647
310,2019_1211_1261,0.697694687
311,2019_1222_1261,0.626247431
312,2019_1205_1261,0.549121135
313,2019_1120_1261,0.968884496
314,2019_1251_1261,0.150421878
315,2019_1124_1261,0.376094814
316,2019_1199_1261,0.577453867
317,2019_1196_1261,0.372310341
318,2019_1246_1261,0.501168555
319,2019_1138_1261,0.248176592
320,2019_1192_1261,0.504079764
321,2019_1181_1261,0.590259822
322,2019_1209_1261,0.296108524
323,2019_1101_1261,0.490332256
324,2019_1133_1261,0.757256086
325,2019_1242_1261,0.167240019
326,2019_1251_1266,0.844509578
327,2019_1120_1266,0.242248434
328,2019_1192_1266,0.67554242
329,2019_1101_1266,0.701668778
330,2019_1125_1266,0.939614774
331,2019_1261_1266,0.595347048
332,2019_1133_1266,0.698554449
333,2019_1235_1266,0.588075511
334,2019_1211_1266,0.834985788
335,2019_1246_1266,0.401465758
336,2019_1199_1266,0.835261532
337,2019_1257_1266,0.583674393
338,2019_1138_1266,0.708291388
339,2019_1159_1266,0.93829351
340,2019_1222_1266,0.575468244
341,2019_1181_1266,0.063178501
342,2019_1153_1266,0.735457125
343,2019_1196_1266,0.438224053
344,2019_1124_1266,0.342983842
345,2019_1113_1266,0.764955835
346,2019_1234_1266,0.298594199
347,2019_1205_1266,0.897580323
348,2019_1242_1266,0.126200841
349,2019_1243_1266,0.415614116
350,2019_1209_1266,0.232662787
351,2019_1233_1266,0.87217232
352,2019_1138_1268,0.061488243
353,2019_1222_1268,0.112541249
354,2019_1192_1268,0.740490646
355,2019_1124_1268,0.380423034
356,2019_1257_1268,0.730905961
357,2019_1243_1268,0.130865206
358,2019_1159_1268,0.40342018
359,2019_1242_1268,0.819027918
360,2019_1234_1268,0.053778616
361,2019_1246_1268,0.639647833
362,2019_1181_1268,0.391344102
363,2019_1120_1268,0.457962247
364,2019_1266_1268,0.031698438
365,2019_1211_1268,0.122795329
366,2019_1235_1268,0.751985404
367,2019_1113_1268,0.474639681
368,2019_1209_1268,0.632605477
369,2019_1205_1268,0.728296585
370,2019_1233_1268,0.477408083
371,2019_1133_1268,0.743995636
372,2019_1251_1268,0.380776752
373,2019_1125_1268,0.362537716
374,2019_1261_1268,0.785644468
375,2019_1101_1268,0.776604189
376,2019_1153_1268,0.048541684
377,2019_1196_1268,0.351803658
378,2019_1199_1268,0.9135579
379,2019_1211_1276,0.968390408
380,2019_1125_1276,0.873471935
381,2019_1196_1276,0.958279053
382,2019_1235_1276,0.948711262
383,2019_1242_1276,0.476681129
384,2019_1124_1276,0.076616265
385,2019_1120_1276,0.852095334
386,2019_1268_1276,0.500403626
387,2019_1153_1276,0.423744516
388,2019_1266_1276,0.766196786
389,2019_1233_1276,0.679100332
390,2019_1209_1276,0.766497117
391,2019_1181_1276,0.657126009
392,2019_1222_1276,0.596372166
393,2019_1138_1276,0.759612841
394,2019_1243_1276,0.462447133
395,2019_1113_1276,0.579875704
396,2019_1251_1276,0.851645889
397,2019_1133_1276,0.182750544
398,2019_1101_1276,0.80654591
399,2019_1261_1276,0.964192178
400,2019_1234_1276,0.046153499
401,2019_1205_1276,0.637513673
402,2019_1246_1276,0.061221128
403,2019_1192_1276,0.243685821
404,2019_1257_1276,0.146699186
405,2019_1159_1276,0.186114105
406,2019_1199_1276,0.759686283
407,2019_1222_1277,0.429757365
408,2019_1101_1277,0.093222459
409,2019_1243_1277,0.32425673
410,2019_1211_1277,0.948795991
411,2019_1192_1277,0.924136029
412,2019_1113_1277,0.349994155
413,2019_1209_1277,0.128399686
414,2019_1181_1277,0.652981529
415,2019_1234_1277,0.271891457
416,2019_1153_1277,0.437935045
417,2019_1138_1277,0.218443548
418,2019_1257_1277,0.977081829
419,2019_1196_1277,0.937618613
420,2019_1124_1277,0.966169427
421,2019_1261_1277,0.154154708
422,2019_1268_1277,0.386676768
423,2019_1242_1277,0.558127624
424,2019_1125_1277,0.805513359
425,2019_1276_1277,0.61082435
426,2019_1120_1277,0.336311507
427,2019_1159_1277,0.317729106
428,2019_1133_1277,0.401292158
429,2019_1199_1277,0.252594479
430,2019_1235_1277,0.887887869
431,2019_1233_1277,0.825694449
432,2019_1266_1277,0.329800264
433,2019_1251_1277,0.718276624
434,2019_1246_1277,0.128241787
435,2019_1205_1277,0.869606943
436,2019_1159_1278,0.718482581
437,2019_1192_1278,0.945715678
438,2019_1266_1278,0.847226435
439,2019_1205_1278,0.162452247
440,2019_1196_1278,0.940108701
441,2019_1211_1278,0.548026026
442,2019_1251_1278,0.814506608
443,2019_1242_1278,0.397749133
444,2019_1138_1278,0.47972577
445,2019_1235_1278,0.944302141
446,2019_1101_1278,0.820440321
447,2019_1113_1278,0.387449524
448,2019_1133_1278,0.936537706
449,2019_1277_1278,0.140879867
450,2019_1268_1278,0.508685413
451,2019_1199_1278,0.946479213
452,2019_1222_1278,0.47889449
453,2019_1181_1278,0.209566631
454,2019_1125_1278,0.270583455
455,2019_1233_1278,0.124954387
456,2019_1261_1278,0.599003366
457,2019_1243_1278,0.307649792
458,2019_1153_1278,0.314249179
459,2019_1234_1278,0.495114646
460,2019_1246_1278,0.820435398
461,2019_1120_1278,0.589671896
462,2019_1209_1278,0.544718952
463,2019_1124_1278,0.794793813
464,2019_1257_1278,0.301838966
465,2019_1276_1278,0.051422193
466,2019_1125_1279,0.509000626
467,2019_1205_1279,0.72642627
468,2019_1196_1279,0.704404679
469,2019_1268_1279,0.312430472
470,2019_1233_1279,0.494409887
471,2019_1101_1279,0.334972324
472,2019_1199_1279,0.658996155
473,2019_1124_1279,0.503854053
474,2019_1251_1279,0.970899692
475,2019_1192_1279,0.232510148
476,2019_1211_1279,0.153223192
477,2019_1113_1279,0.29399047
478,2019_1266_1279,0.461941271
479,2019_1153_1279,0.306876419
480,2019_1222_1279,0.768967137
481,2019_1120_1279,0.675105423
482,2019_1159_1279,0.929914014
483,2019_1181_1279,0.628039749
484,2019_1261_1279,0.974039288
485,2019_1234_1279,0.882408398
486,2019_1257_1279,0.218277411
487,2019_1133_1279,0.92290048
488,2019_1235_1279,0.236685756
489,2019_1277_1279,0.65788103
490,2019_1242_1279,0.328299077
491,2019_1246_1279,0.443809993
492,2019_1276_1279,0.244412531
493,2019_1278_1279,0.83347115
494,2019_1138_1279,0.302820989
495,2019_1209_1279,0.792797995
496,2019_1243_1279,0.137298155
497,2019_1266_1280,0.708614363
498,2019_1124_1280,0.525868089
499,2019_1233_1280,0.827002257
500,2019_1159_1280,0.503096355
501,2019_1125_1280,0.13363893
502,2019_1234_1280,0.818014382
503,2019_1235_1280,0.948327469
504,2019_1277_1280,0.62567722
505,2019_1138_1280,0.686696745
506,2019_1222_1280,0.420106031
507,2019_1251_1280,0.291698528
508,2019_1209_1280,0.069282211
509,2019_1278_1280,0.188546439
510,2019_1279_1280,0.843722887
511,2019_1211_1280,0.954903196
512,2019_1181_1280,0.384135706
513,2019_1196_1280,0.279907275
514,2019_1261_1280,0.431682332
515,2019_1246_1280,0.323475062
516,2019_1276_1280,0.634093315
517,2019_1192_1280,0.648277472
518,2019_1257_1280,0.752241213
519,2019_1113_1280,0.594969241
520,2019_1153_1280,0.388656293
521,2019_1199_1280,0.178149709
522,2019_1243_1280,0.065817758
523,2019_1101_1280,0.720355684
524,2019_1205_1280,0.277137549
525,2019_1242_1280,0.568952157
526,2019_1120_1280,0.156343454
527,2019_1268_1280,0.581296956
528,2019_1133_1280,0.318269506
529,2019_1125_1285,0.54094826
530,2019_1242_1285,0.431830599
531,2019_1196_1285,0.795901914
532,2019_1124_1285,0.381139646
533,2019_1243_1285,0.972006871
534,2019_1266_1285,0.41861836
535,2019_1268_1285,0.76535316
536,2019_1192_1285,0.644513862
537,2019_1120_1285,0.072948652
538,2019_1211_1285,0.910338357
539,2019_1233_1285,0.062502808
540,2019_1277_1285,0.357286092
541,2019_1280_1285,0.047163876
542,2019_1159_1285,0.563975775
543,2019_1133_1285,0.522327861
544,2019_1279_1285,0.811448008
545,2019_1222_1285,0.736563672
546,2019_1113_1285,0.227696774
547,2019_1199_1285,0.774020602
548,2019_1234_1285,0.791131407
549,2019_1101_1285,0.589838578
550,2019_1278_1285,0.25559024
551,2019_1235_1285,0.514451257
552,2019_1209_1285,0.462692986
553,2019_1276_1285,0.375342611
554,2019_1257_1285,0.93220009
555,2019_1261_1285,0.267511751
556,2019_1246_1285,0.090637668
557,2019_1205_1285,0.800151447
558,2019_1251_1285,0.531019515
559,2019_1153_1285,0.322203747
560,2019_1138_1285,0.801253356
561,2019_1181_1285,0.385221825
562,2019_1285_1293,0.45752351
563,2019_1243_1293,0.976613389
564,2019_1280_1293,0.101872233
565,2019_1205_1293,0.620543801
566,2019_1278_1293,0.326300035
567,2019_1124_1293,0.310198161
568,2019_1138_1293,0.484832357
569,2019_1251_1293,0.388513426
570,2019_1277_1293,0.350439283
571,2019_1133_1293,0.051233471
572,2019_1120_1293,0.386253751
573,2019_1159_1293,0.28365914
574,2019_1222_1293,0.915792037
575,2019_1211_1293,0.15137201
576,2019_1234_1293,0.488391961
577,2019_1209_1293,0.366017653
578,2019_1276_1293,0.578965108
579,2019_1181_1293,0.230376046
580,2019_1268_1293,0.919709091
581,2019_1279_1293,0.251137693
582,2019_1246_1293,0.515633452
583,2019_1199_1293,0.450591838
584,2019_1233_1293,0.662067625
585,2019_1266_1293,0.266411538
586,2019_1235_1293,0.261410788
587,2019_1242_1293,0.903619575
588,2019_1261_1293,0.070843907
589,2019_1192_1293,0.184782628
590,2019_1257_1293,0.470590366
591,2019_1196_1293,0.249799791
592,2019_1101_1293,0.736734761
593,2019_1125_1293,0.297508265
594,2019_1113_1293,0.094863617
595,2019_1153_1293,0.472060118
596,2019_1101_1295,0.862556972
597,2019_1234_1295,0.091225922
598,2019_1285_1295,0.626543138
599,2019_1251_1295,0.049610412
600,2019_1246_1295,0.798966794
601,2019_1266_1295,0.887164997
602,2019_1113_1295,0.233988796
603,2019_1279_1295,0.409202403
604,2019_1268_1295,0.756123513
605,2019_1277_1295,0.495139509
606,2019_1125_1295,0.378441683
607,2019_1159_1295,0.610869458
608,2019_1192_1295,0.032028224
609,2019_1211_1295,0.604952077
610,2019_1199_1295,0.834569203
611,2019_1205_1295,0.923095522
612,2019_1209_1295,0.978257078
613,2019_1235_1295,0.628737359
614,2019_1293_1295,0.64121052
615,2019_1181_1295,0.468668838
616,2019_1278_1295,0.747346764
617,2019_1261_1295,0.251296988
618,2019_1124_1295,0.582709648
619,2019_1196_1295,0.773677021
620,2019_1120_1295,0.936335382
621,2019_1133_1295,0.491299688
622,2019_1242_1295,0.203948461
623,2019_1276_1295,0.736713308
624,2019_1153_1295,0.949550845
625,2019_1280_1295,0.836466955
626,2019_1138_1295,0.709443623
627,2019_1222_1295,0.610607573
628,2019_1257_1295,0.252811412
629,2019_1243_1295,0.155359598
630,2019_1233_1295,0.924880743
631,2019_1257_1297,0.894299019
632,2019_1181_1297,0.706207288
633,2019_1234_1297,0.486994374
634,2019_1120_1297,0.684203096
635,2019_1243_1297,0.739744939
636,2019_1125_1297,0.162861878
637,2019_1242_1297,0.042562333
638,2019_1124_1297,0.866941938
639,2019_1199_1297,0.410064963
640,2019_1222_1297,0.344499551
641,2019_1153_1297,0.189176929
642,2019_1266_1297,0.343966363
643,2019_1278_1297,0.360168733
644,2019_1261_1297,0.315096051
645,2019_1211_1297,0.478881137
646,2019_1101_1297,0.37848155
647,2019_1251_1297,0.692673348
648,2019_1133_1297,0.294620953
649,2019_1293_1297,0.629236815
650,2019_1235_1297,0.918946716
651,2019_1279_1297,0.421058349
652,2019_1192_1297,0.156441257
653,2019_1209_1297,0.669932822
654,2019_1246_1297,0.49257118
655,2019_1295_1297,0.428184399
656,2019_1277_1297,0.722925644
657,2019_1285_1297,0.547587834
658,2019_1276_1297,0.604107638
659,2019_1159_1297,0.478082785
660,2019_1138_1297,0.821672812
661,2019_1268_1297,0.5060908
662,2019_1113_1297,0.560820898
663,2019_1196_1297,0.111602009
664,2019_1233_1297,0.229478689
665,2019_1280_1297,0.244356149
666,2019_1205_1297,0.073389453
667,2019_1124_1300,0.844195721
668,2019_1233_1300,0.140269557
669,2019_1120_1300,0.750323427
670,2019_1266_1300,0.473769301
671,2019_1153_1300,0.303836098
672,2019_1199_1300,0.612372084
673,2019_1268_1300,0.597671133
674,2019_1181_1300,0.649278359
675,2019_1113_1300,0.705858899
676,2019_1205_1300,0.716801601
677,2019_1280_1300,0.560152254
678,2019_1222_1300,0.147865378
679,2019_1278_1300,0.175724497
680,2019_1234_1300,0.58363004
681,2019_1192_1300,0.130688729
682,2019_1285_1300,0.511038669
683,2019_1101_1300,0.505402458
684,2019_1297_1300,0.821128672
685,2019_1159_1300,0.073714456
686,2019_1196_1300,0.293396885
687,2019_1246_1300,0.137782099
688,2019_1243_1300,0.668012635
689,2019_1277_1300,0.840898121
690,2019_1279_1300,0.290378659
691,2019_1261_1300,0.497003238
692,2019_1133_1300,0.974973359
693,2019_1257_1300,0.912913268
694,2019_1125_1300,0.355528836
695,2019_1235_1300,0.940798649
696,2019_1138_1300,0.082126996
697,2019_1295_1300,0.360045757
698,2019_1276_1300,0.800025128
699,2019_1293_1300,0.598393703
700,2019_1242_1300,0.655275511
701,2019_1209_1300,0.254390477
702,2019_1211_1300,0.053433654
703,2019_1251_1300,0.884448719
704,2019_1199_1305,0.64294413
705,2019_1133_1305,0.297320584
706,2019_1181_1305,0.342320782
707,2019_1268_1305,0.920157857
708,2019_1234_1305,0.878332832
709,2019_1153_1305,0.857327053
710,2019_1235_1305,0.574834119
711,2019_1251_1305,0.941042045
712,2019_1246_1305,0.49048701
713,2019_1101_1305,0.458468361
714,2019_1278_1305,0.35601207
715,2019_1279_1305,0.357584066
716,2019_1120_1305,0.586882799
717,2019_1192_1305,0.522526084
718,2019_1159_1305,0.088927842
719,2019_1138_1305,0.434742119
720,2019_1280_1305,0.731491324
721,2019_1196_1305,0.250735399
722,2019_1257_1305,0.484616071
723,2019_1209_1305,0.942127533
724,2019_1222_1305,0.280828814
725,2019_1276_1305,0.969130971
726,2019_1113_1305,0.517433155
727,2019_1261_1305,0.453330674
728,2019_1300_1305,0.472741213
729,2019_1243_1305,0.35576182
730,2019_1233_1305,0.044397151
731,2019_1297_1305,0.899482714
732,2019_1266_1305,0.808285421
733,2019_1211_1305,0.802521658
734,2019_1124_1305,0.580123881
735,2019_1295_1305,0.863595777
736,2019_1242_1305,0.415396029
737,2019_1277_1305,0.941781166
738,2019_1293_1305,0.582334612
739,2019_1205_1305,0.846801586
740,2019_1125_1305,0.232640102
741,2019_1285_1305,0.92221971
742,2019_1242_1308,0.291259113
743,2019_1285_1308,0.356828625
744,2019_1113_1308,0.322236809
745,2019_1246_1308,0.282197468
746,2019_1300_1308,0.544462499
747,2019_1268_1308,0.196408254
748,2019_1251_1308,0.941492643
749,2019_1293_1308,0.609621601
750,2019_1233_1308,0.497737293
751,2019_1211_1308,0.339919263
752,2019_1133_1308,0.151466922
753,2019_1153_1308,0.451614969
754,2019_1297_1308,0.910667801
755,2019_1205_1308,0.091238954
756,2019_1199_1308,0.29251333
757,2019_1209_1308,0.616157702
758,2019_1235_1308,0.973253831
759,2019_1138_1308,0.613874562
760,2019_1234_1308,0.902571627
761,2019_1280_1308,0.3500021
762,2019_1124_1308,0.471579992
763,2019_1243_1308,0.798451188
764,2019_1120_1308,0.67087125
765,2019_1295_1308,0.310544214
766,2019_1266_1308,0.130100633
767,2019_1192_1308,0.479823425
768,2019_1196_1308,0.406178945
769,2019_1101_1308,0.221287463
770,2019_1305_1308,0.975826774
771,2019_1277_1308,0.787554212
772,2019_1278_1308,0.287334019
773,2019_1276_1308,0.243754069
774,2019_1261_1308,0.860642105
775,2019_1257_1308,0.45286816
776,2019_1279_1308,0.247097371
777,2019_1222_1308,0.346877247
778,2019_1159_1308,0.576308725
779,2019_1125_1308,0.334648881
780,2019_1181_1308,0.586866077
781,2019_1211_1314,0.914156965
782,2019_1308_1314,0.338003378
783,2019_1295_1314,0.952893342
784,2019_1222_1314,0.165211037
785,2019_1120_1314,0.711612145
786,2019_1209_1314,0.85596533
787,2019_1196_1314,0.116587733
788,2019_1181_1314,0.441449127
789,2019_1285_1314,0.18404606
790,2019_1278_1314,0.374389749
791,2019_1205_1314,0.949000844
792,2019_1257_1314,0.392306155
793,2019_1300_1314,0.777826316
794,2019_1113_1314,0.740658366
795,2019_1268_1314,0.036289638
796,2019_1243_1314,0.672706033
797,2019_1242_1314,0.369321312
798,2019_1277_1314,0.332970997
799,2019_1192_1314,0.624248527
800,2019_1276_1314,0.939011651
801,2019_1159_1314,0.592457685
802,2019_1138_1314,0.167093058
803,2019_1234_1314,0.862078896
804,2019_1153_1314,0.340853138
805,2019_1266_1314,0.836975328
806,2019_1133_1314,0.859664774
807,2019_1233_1314,0.452141593
808,2019_1124_1314,0.307071346
809,2019_1251_1314,0.269975733
810,2019_1101_1314,0.397366342
811,2019_1280_1314,0.460785782
812,2019_1125_1314,0.665459242
813,2019_1297_1314,0.523755178
814,2019_1279_1314,0.716330489
815,2019_1293_1314,0.066938982
816,2019_1246_1314,0.629859647
817,2019_1305_1314,0.258110868
818,2019_1261_1314,0.190789558
819,2019_1235_1314,0.172949614
820,2019_1199_1314,0.96843201
821,2019_1268_1318,0.345554293
822,2019_1222_1318,0.330750807
