,ID,Pred
74,2019_1113_1159,0.5895947303167292
75,2019_1113_1181,0.5938320939740299
76,2019_1113_1192,0.5380582301318546
77,2019_1113_1196,0.5645518655100902
78,2019_1113_1199,0.4884128437159243
79,2019_1113_1205,0.5225935939709214
80,2019_1113_1209,0.49550348974158953
81,2019_1113_1211,0.5983471113455844
82,2019_1113_1222,0.5990835225913451
83,2019_1113_1233,0.5963267054173206
84,2019_1113_1234,0.580907227844965
85,2019_1113_1235,0.5734192017775078
86,2019_1113_1242,0.48591030716161776
87,2019_1113_1243,0.11486488481198548
88,2019_1113_1246,0.5983471113455844
89,2019_1113_1251,0.5916635572267444
90,2019_1113_1257,0.5954309838889362
91,2019_1113_1261,0.5973802058062991
92,2019_1113_1266,0.5551389777525276
93,2019_1113_1268,0.577503600703295
94,2019_1113_1276,0.2584328243120629
95,2019_1113_1277,0.5905416785462496
96,2019_1113_1278,0.5225935939709214
97,2019_1113_1279,0.5583758083038529
98,2019_1113_1280,0.4041386385708421
99,2019_1113_1285,0.5304425615363498
100,2019_1113_1293,0.5882821160964398
101,2019_1113_1295,0.5225935939709214
102,2019_1113_1297,0.5418835753288728
103,2019_1113_1300,0.531742925728744
104,2019_1113_1305,0.4479371595992393
105,2019_1113_1308,0.5988707474341838
106,2019_1113_1314,0.5760133992303172
107,2019_1113_1318,0.5966052213384738
108,2019_1113_1326,0.5720702928958616
109,2019_1113_1328,0.03039281758894019
110,2019_1113_1330,0.5357644424743309
111,2019_1113_1332,0.5829670291049017
112,2019_1113_1341,0.5380582301318546
113,2019_1113_1345,0.33288703157127225
114,2019_1113_1371,0.39105702596179504
115,2019_1113_1385,0.5951381010620502
116,2019_1113_1387,0.5983471113455844
117,2019_1113_1388,0.47562038610610463
118,2019_1113_1393,0.4574757626996375
119,2019_1113_1396,0.5829670291049017
120,2019_1113_1397,0.5963672563740627
121,2019_1113_1403,0.5973680240629705
122,2019_1113_1414,0.5879376035830165
123,2019_1113_1416,0.5616608078265324
124,2019_1113_1429,0.4479371595992393
125,2019_1113_1433,0.5326641443739697
126,2019_1113_1436,0.5858133857755148
127,2019_1113_1437,0.5738672816054786
128,2019_1113_1438,0.586647882795556
129,2019_1113_1439,0.510894365420893
130,2019_1113_1449,0.48129354118701984
131,2019_1113_1458,0.5492643049309631
132,2019_1113_1459,0.5802953990187043
133,2019_1113_1463,0.5561170970799384
134,2019_1120_1124,0.5438860889273566
135,2019_1120_1125,0.4808223372367799
136,2019_1120_1133,0.5821328654240029
137,2019_1120_1138,0.5778955017667008
138,2019_1120_1153,0.5821328654240029
139,2019_1120_1159,0.5263590015818262
140,2019_1120_1181,0.5528526369600605
141,2019_1120_1192,0.47671361516589594
142,2019_1120_1196,0.510894365420893
143,2019_1120_1199,0.4873044841704738
144,2019_1120_1205,0.586647882795556
145,2019_1120_1209,0.5873842940413154
146,2019_1120_1211,0.5846274768672922
147,2019_1120_1222,0.5692079992949366
148,2019_1120_1233,0.5617199732274794
149,2019_1120_1234,0.4742110786115906
150,2019_1120_1235,0.20273898720154376
151,2019_1120_1242,0.586647882795556
152,2019_1120_1243,0.579964328676716
153,2019_1120_1246,0.5837317553389091
154,2019_1120_1251,0.5856809772562708
155,2019_1120_1257,0.5434397492024993
156,2019_1120_1261,0.5658043721532665
157,2019_1120_1266,0.317484994313421
158,2019_1120_1268,0.5788424499962199
159,2019_1120_1276,0.510894365420893
160,2019_1120_1277,0.5466765797538246
161,2019_1120_1278,0.42668302754714327
162,2019_1120_1279,0.5187433329863215
163,2019_1120_1280,0.5765828875464114
164,2019_1120_1285,0.510894365420893
165,2019_1120_1293,0.5301843467788444
166,2019_1120_1295,0.5200436971787157
167,2019_1120_1297,0.43623793104921094
168,2019_1120_1300,0.5871715188841554
169,2019_1120_1305,0.5643141706802889
170,2019_1120_1308,0.5849059927884467
171,2019_1120_1314,0.5603710643458333
172,2019_1120_1318,0.04209204613896855
173,2019_1120_1326,0.5240652139243024
174,2019_1120_1328,0.5712678005548734
175,2019_1120_1330,0.5263590015818262
176,2019_1120_1332,0.32118780302124383
177,2019_1120_1341,0.3793577974117667
178,2019_1120_1345,0.5834388725120231
179,2019_1120_1371,0.586647882795556
180,2019_1120_1385,0.4639211575560762
181,2019_1120_1387,0.44577653414960916
182,2019_1120_1388,0.5712678005548734
183,2019_1120_1393,0.5846680278240344
184,2019_1120_1396,0.5856687955129408
185,2019_1120_1397,0.5762383750329894
186,2019_1120_1403,0.549961579276504
187,2019_1120_1414,0.43623793104921094
188,2019_1120_1416,0.5864650258700537
189,2019_1120_1429,0.5992456270601285
190,2019_1120_1433,0.5234921096854656
191,2019_1120_1436,0.4865481381542551
192,2019_1120_1437,0.5618620491955382
193,2019_1120_1438,0.592893143283278
194,2019_1120_1439,0.5687148413445122
195,2019_1120_1449,0.5564838331919291
196,2019_1120_1458,0.4934200815013537
197,2019_1120_1459,0.5947306096885728
198,2019_1120_1463,0.5904932460312707
199,2019_1124_1125,0.5947306096885728
200,2019_1124_1133,0.5389567458463962
201,2019_1124_1138,0.5654503812246343
202,2019_1124_1153,0.4893113594304685
203,2019_1124_1159,0.5234921096854656
204,2019_1124_1181,0.5992456270601285
205,2019_1124_1192,0.5999820383058867
206,2019_1124_1196,0.5972252211318635
207,2019_1124_1199,0.5818057435595116
208,2019_1124_1205,0.574317717492052
209,2019_1124_1209,0.48680882287616567
210,2019_1124_1211,0.13124413524107492
211,2019_1124_1222,0.5992456270601285
212,2019_1124_1233,0.592562072941286
213,2019_1124_1234,0.5963294996034841
214,2019_1124_1235,0.5982787215208434
215,2019_1124_1242,0.5560374934670743
216,2019_1124_1243,0.5784021164178391
217,2019_1124_1246,0.25933134002660957
218,2019_1124_1251,0.5914401942607938
219,2019_1124_1257,0.5234921096854656
220,2019_1124_1261,0.559274324018397
221,2019_1124_1266,0.40503715428538745
222,2019_1124_1268,0.5313410772508977
223,2019_1124_1276,0.5891806318109866
224,2019_1124_1277,0.5234921096854656
225,2019_1124_1278,0.5427820910434169
226,2019_1124_1279,0.5326414414432907
227,2019_1124_1280,0.44883567531378343
228,2019_1124_1285,0.5997692631487305
229,2019_1124_1293,0.5769119149448602
230,2019_1124_1295,0.5975037370530193
231,2019_1124_1297,0.5729688086104058
232,2019_1124_1300,0.029494301874394724
233,2019_1124_1305,0.536662958188875
234,2019_1124_1308,0.5838655448194433
235,2019_1124_1314,0.5389567458463962
236,2019_1124_1318,0.33378554728581766
237,2019_1124_1326,0.3919555416763392
238,2019_1124_1328,0.5960366167765982
239,2019_1124_1330,0.5992456270601285
240,2019_1124_1332,0.47651890182064877
241,2019_1124_1341,0.4583742784141804
242,2019_1124_1345,0.5838655448194433
243,2019_1124_1371,0.5972657720886043
244,2019_1124_1385,0.5982665397775172
245,2019_1124_1387,0.5888361192975593
246,2019_1124_1388,0.5625593235410765
247,2019_1124_1393,0.44883567531378343
248,2019_1124_1396,0.5335626600885177
249,2019_1124_1397,0.3898890842342947
250,2019_1124_1403,0.4255442349388171
251,2019_1124_1414,0.28574197892370645
252,2019_1124_1416,0.40635790444800385
253,2019_1124_1429,0.4478580914958279
254,2019_1124_1433,0.44531183924570505
255,2019_1124_1436,0.40455203947272234
256,2019_1124_1437,0.3565842060389322
257,2019_1124_1438,0.3362015402411977
258,2019_1124_1439,0.2428602030115038
259,2019_1124_1449,0.44664871302344555
260,2019_1124_1458,0.44881622323018566
261,2019_1124_1459,0.44664871302344555
262,2019_1124_1463,0.4357089662295848
263,2019_1125_1133,0.4464815475778903
264,2019_1125_1138,0.2371502624746042
265,2019_1125_1153,0.28574197892370645
266,2019_1125_1159,0.41236884743145147
267,2019_1125_1181,0.4255442349388171
268,2019_1125_1192,0.4326855200486239
269,2019_1125_1196,0.4440194253754983
270,2019_1125_1199,0.4497360315544899
271,2019_1125_1205,0.3664569980958342
272,2019_1125_1209,0.2336869948406956
273,2019_1125_1211,0.1278033504625265
274,2019_1125_1222,0.4255442349388171
275,2019_1125_1233,0.4037218880504159
276,2019_1125_1234,0.4140882756634481
277,2019_1125_1235,0.44219073252565816
278,2019_1125_1242,0.44318240305418943
279,2019_1125_1243,0.3739573297491133
280,2019_1125_1246,0.24254935757440377
281,2019_1125_1251,0.4484821966869005
282,2019_1125_1257,0.28574197892370645
283,2019_1125_1261,0.3407388148487722
284,2019_1125_1266,0.3517473908081247
285,2019_1125_1268,0.4319362219525097
286,2019_1125_1276,0.39577193549261236
287,2019_1125_1277,0.28574197892370645
288,2019_1125_1278,0.3146392710777237
289,2019_1125_1279,0.4325960987584979
290,2019_1125_1280,0.18226361216382292
291,2019_1125_1285,0.4292703079594401
292,2019_1125_1293,0.3711861535033274
293,2019_1125_1295,0.44359922778421096
294,2019_1125_1297,0.3640406102368494
295,2019_1125_1300,0.4
296,2019_1125_1305,0.3053177012911581
297,2019_1125_1308,0.3845446572419528
298,2019_1125_1314,0.4357089662295848
299,2019_1125_1318,0.03454862742922471
300,2019_1125_1326,0.10809031909345607
301,2019_1125_1328,0.4131854048495093
302,2019_1125_1330,0.4255442349388171
303,2019_1125_1332,0.2195541494667541
304,2019_1125_1341,0.1950046521962397
305,2019_1125_1345,0.3845446572419528
306,2019_1125_1371,0.4171595061032507
307,2019_1125_1385,0.42090521973389505
308,2019_1125_1387,0.3950051236035369
309,2019_1125_1388,0.3461587723261342
310,2019_1125_1393,0.18226361216382292
311,2019_1125_1396,0.43305982641343654
312,2019_1125_1397,0.37737715852907083
313,2019_1125_1403,0.34043318699786046
314,2019_1125_1414,0.41574709803914345
315,2019_1125_1416,0.4467781921268834
316,2019_1125_1429,0.42259989018811756
317,2019_1125_1433,0.41036888203553445
318,2019_1125_1436,0.347305130344959
319,2019_1125_1437,0.4486156585321781
320,2019_1125_1438,0.44437829487487607
321,2019_1125_1439,0.3928417946900016
322,2019_1125_1449,0.4193354300682396
323,2019_1125_1458,0.34319640827407377
324,2019_1125_1459,0.37737715852907083
325,2019_1125_1463,0.4531306759037339
326,2019_1133_1138,0.4538670871494921
327,2019_1133_1153,0.45111026997546877
328,2019_1133_1159,0.4356907924031169
329,2019_1133_1181,0.42820276633565724
330,2019_1133_1192,0.340693871719771
331,2019_1133_1196,0.4531306759037339
332,2019_1133_1199,0.4464471217848913
333,2019_1133_1205,0.45216377036444866
334,2019_1133_1209,0.4099225423106797
335,2019_1133_1211,0.4322871652614444
336,2019_1133_1222,0.11321638887021485
337,2019_1133_1233,0.445325243104399
338,2019_1133_1234,0.37737715852907083
339,2019_1133_1235,0.4131593728620023
340,2019_1133_1242,0.38522612609450313
341,2019_1133_1243,0.44306568065459184
342,2019_1133_1246,0.37737715852907083
343,2019_1133_1251,0.39666713988702224
344,2019_1133_1257,0.3865264902868961
345,2019_1133_1261,0.30272072415738877
346,2019_1133_1266,0.45365431199233575
347,2019_1133_1268,0.43079696378846544
348,2019_1133_1276,0.45138878589662457
349,2019_1133_1277,0.42685385745401117
350,2019_1133_1278,0.17560925303078945
351,2019_1133_1279,0.39054800703248027
352,2019_1133_1280,0.43775059366304864
353,2019_1133_1285,0.187670596129423
354,2019_1133_1293,0.24584059051994456
355,2019_1133_1295,0.4499216656202035
356,2019_1133_1297,0.4531306759037339
357,2019_1133_1300,0.3304039506642541
358,2019_1133_1305,0.3122593272577857
359,2019_1133_1308,0.43775059366304864
360,2019_1133_1314,0.4511508209322097
361,2019_1133_1318,0.45215158862112254
362,2019_1133_1326,0.4427211681411647
363,2019_1133_1328,0.41644437238468185
364,2019_1133_1330,0.30272072415738877
365,2019_1133_1332,0.43218834974739434
366,2019_1133_1341,0.5528042752716905
367,2019_1133_1345,0.5943044623195183
368,2019_1133_1371,0.5917582100693956
369,2019_1133_1385,0.5509984102964128
370,2019_1133_1387,0.5030305768626214
371,2019_1133_1388,0.4826479110648907
372,2019_1133_1393,0.38930657383519174
373,2019_1133_1396,0.5930950838471334
374,2019_1133_1397,0.5952625940538787
375,2019_1133_1403,0.5930950838471334
376,2019_1133_1414,0.5821553370532727
377,2019_1133_1416,0.5929279184015808
378,2019_1133_1429,0.3835966332982972
379,2019_1133_1433,0.43218834974739434
380,2019_1133_1436,0.5588152182551445
381,2019_1133_1437,0.5719906057625102
382,2019_1133_1438,0.5791318908723118
383,2019_1133_1439,0.5904657961991875
384,2019_1133_1449,0.5961824023781829
385,2019_1133_1458,0.5129033689195247
386,2019_1133_1459,0.3810485332686036
387,2019_1133_1463,0.27424972128621444
388,2019_1138_1153,0.5719906057625102
389,2019_1138_1159,0.5501682588741051
390,2019_1138_1181,0.560534646487136
391,2019_1138_1192,0.588637103349346
392,2019_1138_1196,0.5896287738778825
393,2019_1138_1199,0.5204037005728012
394,2019_1138_1205,0.38899572839809166
395,2019_1138_1209,0.5949285675105883
396,2019_1138_1211,0.43218834974739434
397,2019_1138_1222,0.4871851856724627
398,2019_1138_1233,0.4981937616318126
399,2019_1138_1234,0.5783825927761963
400,2019_1138_1235,0.5422183063163041
401,2019_1138_1242,0.43218834974739434
402,2019_1138_1243,0.4610856419014142
403,2019_1138_1246,0.5790424695821884
404,2019_1138_1251,0.34307538570622387
405,2019_1138_1257,0.5757166787831332
406,2019_1138_1261,0.5176325243270141
407,2019_1138_1266,0.5900455986079014
408,2019_1138_1268,0.5104869810605374
409,2019_1138_1276,0.1352545914819555
410,2019_1138_1277,0.4517640721148511
411,2019_1138_1278,0.5309910280656432
412,2019_1138_1279,0.5821553370532727
413,2019_1138_1280,0.22802525767825682
414,2019_1138_1285,0.28619525206877966
415,2019_1138_1293,0.5596317756731972
416,2019_1138_1295,0.5719906057625102
417,2019_1138_1297,0.37075861221308926
418,2019_1138_1300,0.3526139888066221
419,2019_1138_1305,0.5309910280656432
420,2019_1138_1308,0.5636058769269386
421,2019_1138_1314,0.567351590557583
422,2019_1138_1318,0.5414514944272273
423,2019_1138_1326,0.49260514314982207
424,2019_1138_1328,0.34307538570622387
425,2019_1138_1330,0.5795061972371244
426,2019_1138_1332,0.47134086936841235
427,2019_1138_1341,0.5466547804096954
428,2019_1138_1345,0.5776858744974354
429,2019_1138_1371,0.553507572558672
430,2019_1138_1385,0.5412765644060876
431,2019_1138_1387,0.4782128127155148
432,2019_1138_1388,0.5795233409027326
433,2019_1138_1393,0.5752859772454318
434,2019_1138_1396,0.5795233409027326
435,2019_1138_1397,0.5237494770605573
436,2019_1138_1403,0.5502431124387953
437,2019_1138_1414,0.474104090644627
438,2019_1138_1416,0.5082848408996266
439,2019_1138_1429,0.5840383582742896
440,2019_1138_1433,0.5847747695200478
441,2019_1138_1436,0.5820179523460233
442,2019_1138_1437,0.5665984747736702
443,2019_1138_1438,0.5591104487062104
444,2019_1138_1439,0.47160155409032295
445,2019_1138_1449,0.5840383582742896
446,2019_1138_1458,0.577354804155447
447,2019_1138_1459,0.5811222308176415
448,2019_1138_1463,0.5830714527350044
449,2019_1153_1159,0.5408302246812329
450,2019_1153_1181,0.5631948476319976
451,2019_1153_1192,0.24412407124076807
452,2019_1153_1196,0.5762329254749547
453,2019_1153_1199,0.5082848408996266
454,2019_1153_1205,0.5440670552325582
455,2019_1153_1209,0.3898298854995473
456,2019_1153_1211,0.5161338084650551
457,2019_1153_1222,0.573973363025145
458,2019_1153_1233,0.5082848408996266
459,2019_1153_1234,0.527574822257578
460,2019_1153_1235,0.5174341726574493
461,2019_1153_1242,0.43362840652794454
462,2019_1153_1243,0.584561994362889
463,2019_1153_1246,0.5617046461590199
464,2019_1153_1251,0.5822964682671765
465,2019_1153_1257,0.5577615398245669
466,2019_1153_1261,0.044701570660234946
467,2019_1153_1266,0.521455689403036
468,2019_1153_1268,0.5686582760336044
469,2019_1153_1276,0.5237494770605573
470,2019_1153_1277,0.31857827849997744
471,2019_1153_1278,0.3767482728905003
472,2019_1153_1279,0.5808293479907555
473,2019_1153_1280,0.5840383582742896
474,2019_1153_1285,0.4613116330348098
475,2019_1153_1293,0.4431670096283402
476,2019_1153_1295,0.5686582760336044
477,2019_1153_1297,0.5820585033027654
478,2019_1153_1300,0.5830592709916758
479,2019_1153_1305,0.5736288505117192
480,2019_1153_1308,0.5473520547552351
481,2019_1153_1314,0.43362840652794454
482,2019_1153_1318,0.5183553913026749
483,2019_1153_1326,0.5458129152286946
484,2019_1153_1328,0.542592452959637
485,2019_1153_1330,0.5683855658071952
486,2019_1153_1332,0.5442072638684293
487,2019_1153_1341,0.531976255715845
488,2019_1153_1345,0.4689125040252721
489,2019_1153_1371,0.5702230322124899
490,2019_1153_1385,0.5659856685551892
491,2019_1153_1387,0.5702230322124899
492,2019_1153_1388,0.5329895799435155
493,2019_1153_1393,0.5437621612918248
494,2019_1153_1396,0.4648037819543843
495,2019_1153_1397,0.49898453220938394
496,2019_1153_1403,0.5096494611453872
497,2019_1153_1414,0.5747380495840444
498,2019_1153_1416,0.5754744608298051
499,2019_1153_1429,0.5727176436557806
500,2019_1153_1433,0.5572981660834275
501,2019_1153_1436,0.5498101400159678
502,2019_1153_1437,0.46230124540008033
503,2019_1153_1438,0.22508396417645843
504,2019_1153_1439,0.5747380495840444
505,2019_1153_1449,0.5680544954652044
506,2019_1153_1458,0.5718219221273988
507,2019_1153_1459,0.5737711440447592
508,2019_1153_1463,0.5404630167681252
509,2019_1159_1181,0.5538945389417574
510,2019_1159_1192,0.3398299712883357
511,2019_1159_1196,0.5669326167847096
512,2019_1159_1199,0.49898453220938394
513,2019_1159_1205,0.5347667465423155
514,2019_1159_1209,0.44902800452205666
515,2019_1159_1211,0.5292168356664391
516,2019_1159_1222,0.5646730543349023
517,2019_1159_1233,0.49898453220938394
518,2019_1159_1234,0.5182745135673353
519,2019_1159_1235,0.5298767124724312
520,2019_1159_1242,0.42432809783770187
521,2019_1159_1243,0.5752616856726464
522,2019_1159_1246,0.5524043374687773
523,2019_1159_1251,0.5729961595769364
524,2019_1159_1257,0.5484612311343242
525,2019_1159_1261,0.054001879350480175
526,2019_1159_1266,0.5121553807127933
527,2019_1159_1268,0.5593579673433617
528,2019_1159_1276,0.5329895799435155
529,2019_1159_1277,0.3092779698097348
530,2019_1159_1278,0.36744796420025505
531,2019_1159_1279,0.5715290393005128
532,2019_1159_1280,0.5747380495840444
533,2019_1159_1285,0.4520113243445672
534,2019_1159_1293,0.43386670093809754
535,2019_1159_1295,0.5593579673433617
536,2019_1159_1297,0.5727581946125228
537,2019_1159_1300,0.5737589623014331
538,2019_1159_1305,0.5643285418214765
539,2019_1159_1308,0.538051746064995
540,2019_1159_1314,0.42432809783770187
541,2019_1159_1318,0.5303404401273659
542,2019_1159_1326,0.561287557051319
543,2019_1159_1328,0.5522546391014908
544,2019_1159_1330,0.5280763371627248
545,2019_1159_1332,0.515845329010143
546,2019_1159_1341,0.45278157731956636
547,2019_1159_1345,0.5626244308290596
548,2019_1159_1371,0.5647919410357998
549,2019_1159_1385,0.5626244308290596
550,2019_1159_1387,0.5516846840351963
551,2019_1159_1388,0.5624572653835018
552,2019_1159_1393,0.4486728552486824
553,2019_1159_1396,0.48285360550367945
554,2019_1159_1397,0.5283445652370655
555,2019_1159_1403,0.5586071228783425
556,2019_1159_1414,0.559343534124102
557,2019_1159_1416,0.5599951431811111
558,2019_1159_1429,0.5657117493601065
559,2019_1159_1433,0.5336792133102659
560,2019_1159_1436,0.44617031869437707
561,2019_1159_1437,0.24377906826814055
562,2019_1159_1438,0.5586071228783425
563,2019_1159_1439,0.5519235687595024
564,2019_1159_1449,0.5556909954216955
565,2019_1159_1458,0.5581664503312722
566,2019_1159_1459,0.5591581208598035
567,2019_1159_1463,0.537763612236053
568,2019_1181_1192,0.35852507538001777
569,2019_1181_1196,0.5644579144925119
570,2019_1181_1199,0.48285360550367945
571,2019_1181_1205,0.518635819836611
572,2019_1181_1209,0.4677231086137375
573,2019_1181_1211,0.5479119397581225
574,2019_1181_1222,0.548542127629198
575,2019_1181_1233,0.48285360550367945
576,2019_1181_1234,0.5021435868616309
577,2019_1181_1235,0.548571816564112
578,2019_1181_1242,0.4081971711319974
579,2019_1181_1243,0.5591307589669419
580,2019_1181_1246,0.5362734107630753
581,2019_1181_1251,0.559574945589825
582,2019_1181_1257,0.5323303044286197
583,2019_1181_1261,0.0701328060561821
584,2019_1181_1266,0.4960244540070889
585,2019_1181_1268,0.5432270406376598
586,2019_1181_1276,0.5516846840351963
587,2019_1181_1277,0.29314704310403034
588,2019_1181_1278,0.3513170374945531
589,2019_1181_1279,0.5553981125948096
590,2019_1181_1280,0.5586071228783425
591,2019_1181_1285,0.4358803976388627
592,2019_1181_1293,0.4177357742323956
593,2019_1181_1295,0.5432270406376598
594,2019_1181_1297,0.5566272679068208
595,2019_1181_1300,0.5576280355957274
596,2019_1181_1305,0.5481976151157758
597,2019_1181_1308,0.5219208193592905
598,2019_1181_1314,0.4081971711319974
599,2019_1181_1318,0.5490355442190505
600,2019_1181_1326,0.576938650718483
601,2019_1181_1328,0.5527603487797172
602,2019_1181_1330,0.5405293406271354
603,2019_1181_1332,0.4774655889365587
604,2019_1181_1341,0.5787761171237816
605,2019_1181_1345,0.5745387534664796
606,2019_1181_1371,0.5787761171237816
607,2019_1181_1385,0.5230022532816051
608,2019_1181_1387,0.5494958886598393
609,2019_1181_1388,0.4733568668656748
610,2019_1181_1393,0.5075376171206718
611,2019_1181_1396,0.4804475128913399
612,2019_1181_1397,0.5832911344953349
613,2019_1181_1403,0.5840275457410943
614,2019_1181_1414,0.581270728567071
615,2019_1181_1416,0.5658512509947153
616,2019_1181_1429,0.5583632249272582
617,2019_1181_1433,0.4708543303113695
618,2019_1181_1436,0.09980890796173592
619,2019_1181_1437,0.5832911344953349
620,2019_1181_1438,0.5766075803764948
621,2019_1181_1439,0.5803750070386879
622,2019_1181_1449,0.5823242289560496
623,2019_1181_1458,0.5400830009022781
624,2019_1181_1459,0.5624476238530454
625,2019_1181_1463,0.24337684746181332
626,2019_1192_1196,0.5754857016959988
627,2019_1192_1199,0.5075376171206718
628,2019_1192_1205,0.5433198314536033
629,2019_1192_1209,0.38908266172059247
630,2019_1192_1211,0.5153865846861002
631,2019_1192_1222,0.5732261392461903
632,2019_1192_1233,0.5075376171206718
633,2019_1192_1234,0.5268275984786233
634,2019_1192_1235,0.5166869488784945
635,2019_1192_1242,0.43288118274898973
636,2019_1192_1243,0.5838147705839342
637,2019_1192_1246,0.5609574223800677
638,2019_1192_1251,0.5815492444882255
639,2019_1192_1257,0.5570143160456121
640,2019_1192_1261,0.0454487944391897
641,2019_1192_1266,0.5207084656240812
642,2019_1192_1268,0.5679110522546521
643,2019_1192_1276,0.5230022532816051
644,2019_1192_1277,0.3178310547210227
645,2019_1192_1278,0.3760010491115455
646,2019_1192_1279,0.5800821242118019
647,2019_1192_1280,0.5832911344953349
648,2019_1192_1285,0.46056440925585507
649,2019_1192_1293,0.4424197858493879
650,2019_1192_1295,0.5679110522546521
651,2019_1192_1297,0.5813112795238132
652,2019_1192_1300,0.5823120472127197
653,2019_1192_1305,0.5728816267327682
654,2019_1192_1308,0.5466048309762828
655,2019_1192_1314,0.43288118274898973
656,2019_1192_1318,0.5176081675237214
657,2019_1192_1326,0.45178399970013994
658,2019_1192_1328,0.43955299154755556
659,2019_1192_1330,0.3764892398569827
660,2019_1192_1332,0.47779976804420055
661,2019_1192_1341,0.4735624043868997
662,2019_1192_1345,0.47779976804420055
663,2019_1192_1371,0.42202590420202524
664,2019_1192_1385,0.44851953958026325
665,2019_1192_1387,0.37238051778609493
666,2019_1192_1388,0.4065612680410945
667,2019_1192_1393,0.48231478541575756
668,2019_1192_1396,0.48305119666151575
669,2019_1192_1397,0.48029437948749115
670,2019_1192_1403,0.46487490191513803
671,2019_1192_1414,0.45738687584767834
672,2019_1192_1416,0.36987798123179083
673,2019_1192_1429,0.48231478541575756
674,2019_1192_1433,0.475631231296915
675,2019_1192_1436,0.47939865795910935
676,2019_1192_1437,0.4813478798764723
677,2019_1192_1438,0.4391066518227008
678,2019_1192_1439,0.4614712747734655
679,2019_1192_1449,0.142400498382236
680,2019_1192_1458,0.4745093526164227
681,2019_1192_1459,0.4065612680410945
682,2019_1192_1463,0.442343482374026
683,2019_1196_1199,0.28810631264101516
684,2019_1196_1205,0.41441023560652296
685,2019_1196_1209,0.47224979016661295
686,2019_1196_1211,0.4065612680410945
687,2019_1196_1222,0.42585124939904595
688,2019_1196_1233,0.4157105997989172
689,2019_1196_1234,0.3319048336694124
690,2019_1196_1235,0.4828384215043569
691,2019_1196_1242,0.4599810733004879
692,2019_1196_1243,0.4805728954086444
693,2019_1196_1246,0.4560379669660348
694,2019_1196_1251,0.146425143518767
695,2019_1196_1257,0.41973211654450393
696,2019_1196_1261,0.4669347031750723
697,2019_1196_1266,0.21685470564144538
698,2019_1196_1268,0.2750247000319682
699,2019_1196_1276,0.4791057751322234
700,2019_1196_1277,0.48231478541575756
701,2019_1196_1278,0.35958806017627776
702,2019_1196_1279,0.3414434367698081
